cpf_anonimizado;valor_contrato;prazo_meses;taxa_juros_mensal;taxa_juros_anual;parcela_mensal;data_inicio;data_vencimento;meses_decorridos;saldo_devedor;status;valor_em_atraso;data_inadimplencia;data_retorno_pagamento
ANON-36064ADF072A;101726,83;96;2,3667;32,405;2692,63;2020-08-21;2028-08-21;67;56037,62;inadimplente;10182,97;2023-05-13;
ANON-F97BE2E6D1AE;77014,78;84;1,9739;26,4353;1885,18;2020-08-21;2027-08-21;67;27001,61;ativo;0,0;;
ANON-B1E2FD5CC8E2;20054,48;96;2,1193;28,6157;490,52;2020-08-25;2028-08-25;67;10546,45;ativo;0,0;;
ANON-04FCE6890573;133988,68;24;1,5465;20,2208;6725,45;2020-08-26;2022-08-26;24;0,0;liquidado;0,0;;
ANON-10623210784E;10979,72;72;2,0342;27,3354;291,8;2020-08-27;2026-08-27;67;1374,04;ativo;0,0;;
ANON-BC1CB6282135;13450,74;96;1,4651;19,0694;261,89;2020-08-27;2028-08-27;67;6151,39;ativo;0,0;;
ANON-E1DDDCBDB1AA;35262,25;36;2,2393;30,4411;1437,16;2020-09-01;2023-09-01;36;0,0;ativo;0,0;;
ANON-4D35FBF68EDC;44662,61;12;2,2567;30,7077;4290,14;2020-09-13;2021-09-13;12;0,0;ativo;0,0;2021-03-18;2025-04-11
ANON-4A37A6CCFF46;85232,17;84;1,8822;25,0777;2027,62;2020-09-17;2027-09-17;66;30715,31;ativo;0,0;;
ANON-2F76F83D135C;2808,99;84;1,4983;19,5378;59,01;2020-09-22;2027-09-22;66;924,91;ativo;0,0;;
ANON-99F981D94986;70359,5;24;2,3725;32,4951;3878,8;2020-09-23;2022-09-23;24;0,0;ativo;0,0;2024-05-21;2025-05-30
ANON-C087CAAC759D;148202,9;12;1,5794;20,689;13654,53;2020-09-24;2021-09-24;12;0,0;ativo;0,0;;
ANON-211E7D846C8B;65266,42;72;2,2636;30,8136;1845,71;2020-09-25;2026-09-25;66;10247,26;ativo;0,0;;
ANON-AA7277A3BE58;10893,34;36;1,4694;19,13;391,82;2020-10-05;2023-10-05;36;0,0;ativo;0,0;;
ANON-0F9A7C0E566A;139410,57;72;2,0086;26,9526;3678,98;2020-10-05;2026-10-05;65;23802,44;ativo;0,0;;
ANON-0DF07983D590;76743,28;36;1,4798;19,2766;2765,13;2020-10-09;2023-10-09;36;0,0;ativo;0,0;;
ANON-312A78F62373;29128,06;36;1,4746;19,2033;1048,6;2020-10-10;2023-10-10;36;0,0;ativo;0,0;;
ANON-8A500D3031BC;29027,53;12;1,7027;22,4587;2694,96;2020-10-16;2021-10-16;12;0,0;ativo;0,0;;
ANON-FECE486725DE;86648,29;12;2,0572;27,6803;8222,24;2020-10-16;2021-10-16;12;0,0;ativo;0,0;;
ANON-38BEA3639BE8;4046,0;84;1,9104;25,4937;97,1;2020-10-16;2027-10-16;65;1535,11;ativo;0,0;;
ANON-AA6A789B6BC8;63088,91;24;2,0774;27,9839;3364,9;2020-10-22;2022-10-22;24;0,0;liquidado;0,0;;
ANON-D394206BDD40;149911,93;48;1,5618;20,4383;4461,97;2020-10-22;2024-10-22;48;0,0;ativo;0,0;;
ANON-47B31ECE8B3A;62749,66;48;2,0016;26,8481;2046,42;2020-10-24;2024-10-24;48;0,0;ativo;0,0;2025-08-01;2025-11-13
ANON-4151424132F7;83398,94;24;1,6047;21,0502;4214,42;2020-10-24;2022-10-24;24;0,0;ativo;0,0;2024-07-11;2024-07-28
ANON-34CAE5AC5858;55392,04;84;2,0502;27,5752;1388,01;2020-10-25;2027-10-25;65;21661,48;ativo;0,0;;
ANON-901336AEEBDE;49157,89;72;1,6635;21,8935;1176,39;2020-10-25;2026-10-25;65;7713,02;ativo;0,0;2024-03-05;2025-08-19
ANON-FCD8CF55A464;27071,7;72;2,1878;29,6548;750,2;2020-10-27;2026-10-27;65;4820,41;ativo;0,0;;
ANON-112C79D70DFE;45627,36;72;1,9343;25,8474;1179,48;2020-10-29;2026-10-29;72;0,0;liquidado;0,0;;
ANON-EE61CA267D76;134013,21;48;2,2812;31,084;4622,8;2020-11-01;2024-11-01;48;0,0;liquidado;0,0;;
ANON-2C0FEA841D35;49860,66;60;1,6138;21,1804;1303,46;2020-11-04;2025-11-04;60;0,0;ativo;0,0;;
ANON-7FF43F64EBE2;96705,29;12;1,9915;26,6974;9139,64;2020-11-04;2021-11-04;12;0,0;liquidado;0,0;;
ANON-30276A941E44;82794,23;96;2,3079;31,4952;2151,5;2020-11-06;2028-11-06;64;48304,18;ativo;0,0;;
ANON-0A83EDC61B2B;134839,32;72;2,0401;27,4238;3589,38;2020-11-06;2026-11-06;64;26248,58;ativo;0,0;;
ANON-02AD1E19808B;85603,9;24;1,5337;20,0391;4290,44;2020-11-09;2022-11-09;24;0,0;ativo;0,0;;
ANON-E01C11FCE5BD;132040,56;96;2,188;29,6578;3302,53;2020-11-09;2028-11-09;96;0,0;liquidado;0,0;2022-02-25;2026-03-01
ANON-897CC885FB15;138772,88;36;1,632;21,4411;5127,93;2020-11-13;2023-11-13;36;0,0;ativo;0,0;2020-12-19;2022-10-06
ANON-1E909A6D5326;48703,98;60;1,5077;19,6707;1239,21;2020-11-17;2025-11-17;60;0,0;ativo;0,0;;
ANON-685726C19109;91323,27;96;1,5782;20,6719;1853,5;2020-11-17;2028-11-17;96;0,0;liquidado;0,0;;
ANON-B4D54EAD846E;119048,35;36;1,6012;21,0002;4376,75;2020-11-18;2023-11-18;36;0,0;ativo;0,0;2023-10-23;2025-07-11
ANON-1C510ECE047C;26479,52;24;2,2877;31,184;1446,04;2020-11-21;2022-11-21;24;0,0;ativo;0,0;;
ANON-F98C4F8AF082;97618,78;36;2,2491;30,5912;3984,74;2020-11-23;2023-11-23;36;0,0;liquidado;0,0;2025-02-17;2025-10-11
ANON-B5CADED5F431;132360,97;60;1,6275;21,3766;3472,23;2020-11-24;2025-11-24;60;0,0;ativo;0,0;2025-05-23;2025-12-09
ANON-A791763885A7;149736,04;24;1,8139;24,0752;7750,8;2020-11-25;2022-11-25;24;0,0;ativo;0,0;2026-02-15;2026-03-20
ANON-852E5F3C684B;17512,29;60;1,8121;24,0489;481,14;2020-11-26;2025-11-26;60;0,0;inadimplente;481,14;2025-05-05;
ANON-34EC6AE74503;134076,42;96;2,1911;29,7051;3356,8;2020-11-26;2028-11-26;64;76634,08;ativo;0,0;;
ANON-DC0999846929;28734,67;84;1,8225;24,201;670,83;2020-11-27;2027-11-27;64;11159,3;ativo;0,0;;
ANON-F01C846FAE52;80378,32;84;1,4972;19,5222;1687,8;2020-11-28;2027-11-28;64;28985,16;ativo;0,0;;
ANON-AEFB492EED04;139859,71;84;2,2181;30,1169;3685,96;2020-11-29;2027-11-29;64;59021,26;ativo;0,0;;
ANON-8FA243122DD3;131112,75;36;1,4747;19,2047;4720,1;2020-12-03;2023-12-03;36;0,0;liquidado;0,0;;
ANON-2ADF04B2526A;59535,82;12;2,0653;27,8019;5652,28;2020-12-04;2021-12-04;12;0,0;ativo;0,0;;
ANON-B4DE52D57FF5;78735,42;12;2,3987;32,9026;7628,69;2020-12-05;2021-12-05;12;0,0;ativo;0,0;;
ANON-06C49131C029;37158,43;36;1,8695;24,8907;1427,45;2020-12-08;2023-12-08;36;0,0;ativo;0,0;;
ANON-6840E36BBAC7;132429,58;60;1,4859;19,3627;3350,66;2020-12-10;2025-12-10;60;0,0;ativo;0,0;;
ANON-32471F168DA0;25926,39;12;1,4983;19,5378;2376,68;2020-12-10;2021-12-10;12;0,0;ativo;0,0;2024-05-19;2025-05-02
ANON-676062C6AFC0;136448,6;24;1,8236;24,2171;7070,83;2020-12-11;2022-12-11;24;0,0;inadimplente;7070,83;2024-03-28;
ANON-91D4C29B6FC2;122416,52;60;1,5477;20,2378;3146,82;2020-12-13;2025-12-13;60;0,0;ativo;0,0;2023-03-29;2025-11-26
ANON-84B71E00CF4A;5223,22;48;1,5333;20,0334;154,52;2020-12-15;2024-12-15;48;0,0;ativo;0,0;;
ANON-078299743B51;86472,46;60;1,8378;24,4251;2390,91;2020-12-16;2025-12-16;60;0,0;liquidado;0,0;;
ANON-6991DC3B00EE;129017,59;60;1,7114;22,5845;3456,83;2020-12-16;2025-12-16;60;0,0;ativo;0,0;2025-12-15;2026-02-28
ANON-86CB479C1E9C;96777,76;48;2,0161;27,0646;3165,48;2020-12-17;2024-12-17;48;0,0;ativo;0,0;;
ANON-73E6C5D7CCAD;146200,63;24;1,5166;19,7967;7313,01;2020-12-19;2022-12-19;24;0,0;ativo;0,0;;
ANON-10620386EE63;81953,07;96;1,6879;22,2451;1730,22;2020-12-20;2028-12-20;63;43505,12;ativo;0,0;;
ANON-C6FDE64FB1F2;27925,22;24;2,0382;27,3953;1482,83;2020-12-24;2022-12-24;24;0,0;ativo;0,0;;
ANON-E8EC197C9F39;126263,73;96;1,8185;24,1425;2790,84;2020-12-24;2028-12-24;63;68797,18;ativo;0,0;;
ANON-220DF9F21E8B;43883,54;72;2,0959;28,2625;1186,16;2020-12-24;2026-12-24;63;9637,58;ativo;0,0;;
ANON-E49A8881FD08;43724,84;60;2,1057;28,4103;1290,27;2020-12-25;2025-12-25;60;0,0;ativo;0,0;;
ANON-5C8F84C2D966;142086,95;36;1,9222;25,6682;5505,06;2020-12-25;2023-12-25;36;0,0;ativo;0,0;2022-07-15;2026-03-03
ANON-D845A1305152;101447,5;60;1,7023;22,453;2711,93;2020-12-29;2025-12-29;60;0,0;ativo;0,0;;
ANON-269CD43DCE3A;8259,64;12;1,6741;22,0461;765,48;2020-12-29;2021-12-29;12;0,0;ativo;0,0;;
ANON-DD64DB22244B;38927,85;72;1,6613;21,8619;930,98;2020-12-30;2026-12-30;63;7723,2;ativo;0,0;;
ANON-E700CF55C4A3;58569,72;84;2,1399;28,9274;1508,01;2020-12-31;2027-12-31;63;25295,15;ativo;0,0;;
ANON-D8917FA0B80D;109129,44;36;2,046;27,5122;4313,15;2021-01-05;2024-01-05;36;0,0;ativo;0,0;;
ANON-C1674635FD70;125593,76;24;1,7846;23,6474;6479,36;2021-01-05;2023-01-05;24;0,0;ativo;0,0;2022-01-14;2024-02-20
ANON-F485B72F6369;42512,3;60;1,5205;19,8519;1085,23;2021-01-06;2026-01-06;60;0,0;liquidado;0,0;;
ANON-3E224609FE3E;20373,72;24;1,5144;19,7655;1018,84;2021-01-06;2023-01-06;24;0,0;ativo;0,0;;
ANON-ED409C860240;127105,11;60;1,5827;20,7361;3296,65;2021-01-11;2026-01-11;60;0,0;ativo;0,0;;
ANON-CD641C5B0F52;46197,31;36;1,5893;20,8302;1695,08;2021-01-11;2024-01-11;36;0,0;ativo;0,0;2024-02-03;2024-12-28
ANON-5C7D977BD9F1;71310,23;36;1,9491;26,0668;2774,89;2021-01-15;2024-01-15;36;0,0;ativo;0,0;;
ANON-44F54EF94B48;68525,6;24;1,7914;23,7465;3537,98;2021-01-16;2023-01-16;24;0,0;ativo;0,0;;
ANON-6112C11213BF;19454,68;84;1,7321;22,8842;441,26;2021-01-18;2028-01-18;62;8015,38;ativo;0,0;;
ANON-59087413DC52;91950,69;36;1,8833;25,0939;3540,22;2021-01-21;2024-01-21;36;0,0;ativo;0,0;2025-10-01;2025-11-03
ANON-4682AE571B20;50259,48;24;1,8364;24,4046;2608,28;2021-01-22;2023-01-22;24;0,0;ativo;0,0;;
ANON-727163A7F851;8057,2;36;1,4889;19,405;290,75;2021-01-28;2024-01-28;36;0,0;ativo;0,0;;
ANON-89B6F68E70D8;128419,43;84;2,3733;32,5075;3541,53;2021-01-29;2028-01-29;62;60153,98;ativo;0,0;;
ANON-255E96227BA3;130183,83;24;2,1068;28,4269;6966,52;2021-01-30;2023-01-30;24;0,0;ativo;0,0;;
ANON-9992B3272E60;14943,86;60;1,5123;19,7358;380,68;2021-02-02;2026-02-02;60;0,0;ativo;0,0;;
ANON-1E82F6D8197F;73173,25;48;1,4836;19,3302;2141,95;2021-02-03;2025-02-03;48;0,0;ativo;0,0;;
ANON-16F57246177D;25492,43;24;1,4507;18,8668;1265,41;2021-02-03;2023-02-03;24;0,0;ativo;0,0;2023-06-05;2026-01-19
ANON-A523159DF64E;67820,28;72;1,5365;20,0788;1563,67;2021-02-05;2027-02-05;61;15714,83;ativo;0,0;;
ANON-DE5D2952B8B1;52554,13;60;1,8201;24,1659;1446,75;2021-02-15;2026-02-15;60;0,0;ativo;0,0;2022-02-28;2024-05-07
ANON-3793FE218171;38054,87;72;2,0779;27,9914;1023,57;2021-02-16;2027-02-16;61;9973,27;ativo;0,0;;
ANON-52CA583F2D8C;140620,66;24;1,5722;20,5864;7079,37;2021-02-21;2023-02-21;24;0,0;liquidado;0,0;;
ANON-844451BABF75;55845,9;96;1,8294;24,302;1239,05;2021-02-21;2029-02-21;96;0,0;liquidado;0,0;;
ANON-B113F835C49D;121733,41;24;1,9271;25,7407;6383,15;2021-02-24;2023-02-24;24;0,0;ativo;0,0;;
ANON-B3F6BAF8D89C;6559,23;48;2,3127;31,5693;227,67;2021-02-28;2025-02-28;48;0,0;liquidado;0,0;;
ANON-0B569174964A;137275,29;12;2,0522;27,6052;13022,35;2021-03-04;2022-03-04;12;0,0;ativo;0,0;2024-08-19;2026-01-12
ANON-C772952FC161;113845,07;72;2,001;26,8391;2998,01;2021-03-09;2027-03-09;60;31703,02;ativo;0,0;;
ANON-655A6E79679B;18162,72;48;2,0084;26,9496;593,15;2021-03-11;2025-03-11;48;0,0;ativo;0,0;2023-04-20;2023-05-09
ANON-060BC59DADB2;98594,39;12;1,5941;20,8988;9092,2;2021-03-11;2022-03-11;12;0,0;ativo;0,0;;
ANON-2A4E68B92A9C;14221,44;72;2,3153;31,6094;407,73;2021-03-11;2027-03-11;60;4229,55;ativo;0,0;2023-09-19;2024-11-26
ANON-22EC0576AFD8;51465,65;36;1,8533;24,6526;1971,88;2021-03-12;2024-03-12;36;0,0;ativo;0,0;2022-09-19;2025-11-15
ANON-AC1BEF594601;42623,87;60;1,8317;24,3357;1176,75;2021-03-13;2026-03-13;60;0,0;inadimplente;1176,75;2021-10-16;
ANON-339E01A9A184;129191,54;96;1,5778;20,6662;2621,69;2021-03-13;2029-03-13;96;0,0;liquidado;0,0;;
ANON-4A486897D73C;119533,25;96;2,3547;32,2189;3152,14;2021-03-18;2029-03-18;60;75951,01;ativo;0,0;;
ANON-F4852D444AAD;14463,47;12;1,9648;26,3;1364,71;2021-03-18;2022-03-18;12;0,0;ativo;0,0;;
ANON-49FA9CA57BE8;127692,27;96;2,0909;28,1871;3094,36;2021-03-21;2029-03-21;96;0,0;liquidado;0,0;;
ANON-715666970ACB;75899,22;12;2,2372;30,4089;7281,96;2021-03-25;2022-03-25;12;0,0;ativo;0,0;;
ANON-199A5BDC11D6;24482,63;24;2,2808;31,0779;1335,96;2021-03-28;2023-03-28;24;0,0;liquidado;0,0;2022-04-15;2022-12-04
ANON-678CED057A85;14072,93;60;1,4269;18,5326;350,68;2021-03-29;2026-03-29;60;0,0;ativo;0,0;;
ANON-88FE6E057DDF;139222,59;72;2,3264;31,7809;4003,23;2021-04-01;2027-04-01;72;0,0;liquidado;0,0;;
ANON-90190D593C13;14013,63;24;2,3688;32,4376;772,23;2021-04-01;2023-04-01;24;0,0;ativo;0,0;;
ANON-5E1FB95BF3A8;37483,36;48;1,9692;26,3654;1214,38;2021-04-03;2025-04-03;48;0,0;ativo;0,0;;
ANON-536D41D33607;36392,82;84;2,0967;28,2745;924,9;2021-04-04;2028-04-04;59;17853,87;ativo;0,0;;
ANON-2E91C6CB6CA6;104101,61;96;1,9569;26,1826;2412,55;2021-04-06;2029-04-06;59;63098,75;inadimplente;16968,5;2022-11-17;
ANON-E8490BD025C6;18052,35;96;2,1216;28,6505;441,89;2021-04-06;2029-04-06;59;11249,5;ativo;0,0;;
ANON-B65DC05339C8;23234,93;72;1,5384;20,1057;536,01;2021-04-08;2027-04-08;59;6272,07;inadimplente;682,67;2023-01-31;
ANON-0C2DE15D6BAB;22243,12;24;1,7411;23,0147;1141,81;2021-04-09;2023-04-09;24;0,0;ativo;0,0;;
ANON-649EB81CCA68;38742,83;84;1,8423;24,4911;910,16;2021-04-11;2028-04-11;59;18102,95;ativo;0,0;;
ANON-EAE32F298EF2;56714,35;96;1,7324;22,8886;1216,39;2021-04-11;2029-04-11;59;33023,84;ativo;0,0;2023-08-19;2025-08-27
ANON-0DA87EF21721;106843,52;60;1,8505;24,6115;2963,43;2021-04-16;2026-04-16;59;2909,59;ativo;0,0;;
ANON-4DF8D9338EC1;23044,09;12;1,858;24,7216;2160,08;2021-04-16;2022-04-16;12;0,0;ativo;0,0;;
ANON-A1A3D05ABF8D;57489,63;84;1,8649;24,823;1360,23;2021-04-17;2028-04-17;84;0,0;liquidado;0,0;;
ANON-364F9EA95DC5;32467,86;96;1,9986;26,8033;763,06;2021-04-17;2029-04-17;59;19820,9;ativo;0,0;;
ANON-57EF1E2F6559;143423,22;48;1,574;20,612;4279,9;2021-04-18;2025-04-18;48;0,0;inadimplente;4279,9;2025-10-08;
ANON-49EA25DC4D7A;131744,07;72;1,8429;24,4999;3319,2;2021-04-19;2027-04-19;72;0,0;liquidado;0,0;;
ANON-C2072CF2EDC0;55337,07;24;1,7592;23,2776;2846,53;2021-04-19;2023-04-19;24;0,0;ativo;0,0;;
ANON-ED3F8CC6E052;5705,62;72;1,9481;26,052;148,06;2021-04-23;2027-04-23;59;1686,02;ativo;0,0;;
ANON-332B98639D2C;122064,93;72;1,9254;25,7156;3147,57;2021-04-23;2027-04-23;59;35896,12;ativo;0,0;;
ANON-11D952B42FDB;97317,63;72;1,5293;19,9766;2238,99;2021-04-24;2027-04-24;59;26215,32;ativo;0,0;2022-08-05;2023-04-07
ANON-54EFD7F15997;29760,75;96;1,8509;24,6173;665,22;2021-04-25;2029-04-25;59;17706,3;ativo;0,0;;
ANON-45DB80D87E03;110881,61;48;1,9315;25,8059;3564,74;2021-04-25;2025-04-25;48;0,0;liquidado;0,0;;
ANON-EC810F33CBFF;15977,78;84;2,1446;28,9986;411,96;2021-04-28;2028-04-28;59;7908,09;ativo;0,0;;
ANON-7C47E46941FC;5856,27;84;1,4865;19,3711;122,53;2021-04-30;2028-04-30;59;2542,92;ativo;0,0;2024-08-31;2025-11-15
ANON-A5025C642264;35650,29;12;1,998;26,7943;3370,66;2021-04-30;2022-04-30;12;0,0;inadimplente;3370,66;2023-07-20;
ANON-2CFE5E6396F0;34733,23;48;1,5983;20,9588;1041,82;2021-05-01;2025-05-01;48;0,0;ativo;0,0;;
ANON-566DB71D6388;131582,82;96;1,9259;25,723;3017,59;2021-05-02;2029-05-02;96;0,0;liquidado;0,0;;
ANON-FFB45BC4AB12;97732,14;72;1,6277;21,3794;2314,55;2021-05-02;2027-05-02;58;28768,87;ativo;0,0;2025-01-21;2026-01-06
ANON-FAF815ADD276;15056,88;48;2,2959;31,3103;520,9;2021-05-04;2025-05-04;48;0,0;ativo;0,0;;
ANON-1D42D8F5901B;29095,45;36;1,8602;24,7539;1116,03;2021-05-06;2024-05-06;36;0,0;ativo;0,0;;
ANON-251A3A9DD80D;75156,87;96;1,4678;19,1075;1464,78;2021-05-06;2029-05-06;58;42431,19;inadimplente;10873,41;2025-01-29;
ANON-C720516EF52E;93781,01;84;2,2754;30,9949;2513,67;2021-05-07;2028-05-07;58;48925,59;ativo;0,0;;
ANON-2F748535598A;44256,08;12;1,8007;23,8823;4133,78;2021-05-07;2022-05-07;12;0,0;liquidado;0,0;;
ANON-DD2F02E585D7;7407,48;60;2,1181;28,5976;219,23;2021-05-07;2026-05-07;58;424,92;ativo;0,0;;
ANON-3BAE8E1FAB98;104587,01;12;2,3474;32,1058;10101,91;2021-05-08;2022-05-08;12;0,0;liquidado;0,0;;
ANON-5174DBF803EB;4945,39;84;2,3651;32,3802;136,06;2021-05-09;2028-05-09;58;2620,05;ativo;0,0;;
ANON-716BE7985842;34561,92;36;1,918;25,6061;1338,17;2021-05-10;2024-05-10;36;0,0;ativo;0,0;2024-04-20;2026-01-27
ANON-E8219EAD0581;66955,75;48;2,3299;31,835;2331,97;2021-05-13;2025-05-13;48;0,0;ativo;0,0;;
ANON-E37D2665626A;29441,89;36;1,9486;26,0594;1145,58;2021-05-17;2024-05-17;36;0,0;inadimplente;1145,58;2021-06-16;
ANON-7CEC978526C4;1596,47;84;1,5056;19,641;33,62;2021-05-23;2028-05-23;84;0,0;liquidado;0,0;;
ANON-32C75A3794C7;105096,4;12;2,026;27,2127;9953,75;2021-05-30;2022-05-30;12;0,0;liquidado;0,0;;
ANON-2A3F207C4865;93401,85;48;1,7431;23,0438;2888,1;2021-06-02;2025-06-02;48;0,0;ativo;0,0;;
ANON-140481860636;106620,45;36;1,6929;22,3172;3979,52;2021-06-02;2024-06-02;36;0,0;inadimplente;3979,52;2023-06-05;
ANON-56EEEFABC376;77164,77;48;1,834;24,3694;2431,49;2021-06-02;2025-06-02;48;0,0;ativo;0,0;;
ANON-E47C544C2B6D;108348,41;72;2,3285;31,8133;3117,2;2021-06-04;2027-06-04;72;0,0;liquidado;0,0;;
ANON-2BC6418FC3DE;81839,07;24;2,2181;30,1169;4434,56;2021-06-04;2023-06-04;24;0,0;ativo;0,0;;
ANON-6941ADAEA8ED;29748,32;84;1,9543;26,144;723,78;2021-06-05;2028-06-05;57;15073,61;ativo;0,0;2025-12-31;2026-01-25
ANON-589A444354A9;69871,96;60;1,5453;20,2037;1795,02;2021-06-09;2026-06-09;57;5222,81;ativo;0,0;;
ANON-3E6F63576419;93032,75;96;2,3294;31,8272;2433,96;2021-06-11;2029-06-11;57;61923,65;ativo;0,0;;
ANON-736323F47362;148630,66;84;1,6195;21,262;3250,06;2021-06-12;2028-06-12;84;0,0;liquidado;0,0;2023-10-07;2025-12-26
ANON-97535813F0A2;68415,08;60;1,9609;26,242;1949,57;2021-06-13;2026-06-13;57;5626,63;inadimplente;1949,57;2025-11-28;
ANON-1E9DED685298;80182,8;12;1,6415;21,5774;7416,11;2021-06-13;2022-06-13;12;0,0;ativo;0,0;;
ANON-4E15F4D9A03A;9749,08;72;1,8266;24,261;244,49;2021-06-14;2027-06-14;57;3182,65;inadimplente;735,71;2024-01-26;
ANON-4E495F908E0F;65144,84;48;1,9946;26,7436;2121,51;2021-06-19;2025-06-19;48;0,0;liquidado;0,0;;
ANON-8E3ED560F52A;26682,72;36;2,3765;32,5572;1111,17;2021-06-22;2024-06-22;36;0,0;ativo;0,0;;
ANON-652C87D42D33;57760,11;72;1,6196;21,2634;1364,67;2021-06-23;2027-06-23;57;18044,54;ativo;0,0;;
ANON-C448F665A342;33280,18;48;2,1024;28,3605;1107,73;2021-06-23;2025-06-23;48;0,0;liquidado;0,0;;
ANON-A1CC61086406;148640,0;96;2,3968;32,873;3971,34;2021-06-24;2029-06-24;57;99907,02;ativo;0,0;;
ANON-F2CF974B241B;77868,94;24;2,3622;32,3352;4287,87;2021-06-24;2023-06-24;24;0,0;ativo;0,0;;
ANON-6BB7FAEFC5B8;31198,99;48;1,5733;20,6021;930,87;2021-06-27;2025-06-27;48;0,0;ativo;0,0;;
ANON-1F7EE9BAAF92;20329,49;12;1,5757;20,6363;1872,61;2021-07-02;2022-07-02;12;0,0;ativo;0,0;;
ANON-340F16EACF31;31158,39;48;2,2187;30,126;1061,55;2021-07-04;2025-07-04;48;0,0;ativo;0,0;2021-12-15;2023-09-14
ANON-18214164736D;70316,66;24;2,0867;28,1239;3754,33;2021-07-04;2023-07-04;24;0,0;inadimplente;3754,33;2026-01-25;
ANON-619FB73C92CE;59999,13;12;2,3091;31,5138;5781,74;2021-07-05;2022-07-05;12;0,0;ativo;0,0;2024-06-06;2026-01-09
ANON-87C4A91AB274;56439,68;24;1,7169;22,6641;2889,19;2021-07-17;2023-07-17;24;0,0;ativo;0,0;2024-08-04;2024-11-22
ANON-300474EDDB4D;21362,83;24;1,7225;22,7451;1094,28;2021-07-18;2023-07-18;24;0,0;ativo;0,0;;
ANON-B66A227BC10A;31115,03;36;1,6996;22,414;1162,62;2021-07-22;2024-07-22;36;0,0;ativo;0,0;;
ANON-D7E084E1EC8B;94388,14;36;1,9194;25,6268;3655,35;2021-07-22;2024-07-22;36;0,0;ativo;0,0;;
ANON-0149A2A7A783;105023,55;60;2,2463;30,5483;3204,14;2021-07-27;2026-07-27;60;0,0;liquidado;0,0;;
ANON-C76DFEAA7CFE;7803,68;24;1,5984;20,9602;394,06;2021-07-30;2023-07-30;24;0,0;ativo;0,0;;
ANON-34B25E2EEAC7;105065,85;24;1,8932;25,2398;5487,97;2021-08-04;2023-08-04;24;0,0;ativo;0,0;;
ANON-A6C6DC478330;73147,81;48;2,3667;32,405;2566,14;2021-08-06;2025-08-06;48;0,0;ativo;0,0;;
ANON-52F2A48F31BA;26321,15;48;1,5396;20,1228;779,73;2021-08-07;2025-08-07;48;0,0;liquidado;0,0;;
ANON-622741A1FE86;72610,76;60;2,3428;32,0345;2265,77;2021-08-07;2026-08-07;55;10574,2;ativo;0,0;;
ANON-9D6562832F86;130494,69;48;2,2109;30,0069;4438,99;2021-08-08;2025-08-08;48;0,0;inadimplente;4438,99;2022-03-28;
ANON-DD96582774DD;99775,74;48;1,9429;25,9748;3215,19;2021-08-10;2025-08-10;48;0,0;ativo;0,0;;
ANON-B74D25F1E108;83733,09;84;1,4408;18,7277;1725,2;2021-08-11;2028-08-11;55;40658,61;inadimplente;11892,77;2023-06-12;
ANON-EE3065010B5C;30519,54;12;2,3212;31,7005;2943,14;2021-08-12;2022-08-12;12;0,0;ativo;0,0;;
ANON-59A752E5B800;140416,86;72;1,8244;24,2288;3519,2;2021-08-14;2027-08-14;55;51042,11;ativo;0,0;;
ANON-038DED46D49B;117923,58;72;2,0579;27,6908;3154,48;2021-08-16;2027-08-16;55;44866,0;ativo;0,0;;
ANON-EC7D829BEE65;93396,78;24;2,0486;27,5512;4965,22;2021-08-18;2023-08-18;24;0,0;ativo;0,0;;
ANON-96FACE06BA7C;109923,45;72;2,2303;30,3034;3081,09;2021-08-19;2027-08-19;55;43198,5;inadimplente;12200,42;2025-11-30;
ANON-56AE57244655;2114,97;60;1,4093;18,286;52,46;2021-08-20;2026-08-20;55;251,57;inadimplente;52,46;2023-02-22;
ANON-7CC45DA4F73A;46709,34;36;2,2983;31,3473;1921,47;2021-08-21;2024-08-21;36;0,0;ativo;0,0;2025-08-12;2025-10-01
ANON-9AE7AFDE05A6;145056,16;84;1,5705;20,5622;3121,12;2021-08-21;2028-08-21;84;0,0;liquidado;0,0;;
ANON-D38218C88C7F;123129,07;36;1,5239;19,9001;4469,15;2021-08-22;2024-08-22;36;0,0;ativo;0,0;2024-07-09;2024-08-23
ANON-F1B567A4E1AF;17179,4;48;1,7027;22,4587;526,74;2021-08-26;2025-08-26;48;0,0;ativo;0,0;;
ANON-BED1BA184992;78695,04;12;1,7157;22,6467;7312,06;2021-08-30;2022-08-30;12;0,0;ativo;0,0;;
ANON-779EAD1555E0;66463,16;12;2,3079;31,4952;6404,17;2021-08-31;2022-08-31;12;0,0;ativo;0,0;;
ANON-CB74EB3A24C7;134819,89;72;1,6818;22,1571;3243,52;2021-09-02;2027-09-02;72;0,0;liquidado;0,0;;
ANON-19BEE3B6C7D3;112677,73;84;1,9287;25,7644;2719,76;2021-09-06;2028-09-06;54;61514,43;ativo;0,0;2022-10-25;2023-11-21
ANON-B86C5256BB0E;109324,62;48;2,1195;28,6187;3651,4;2021-09-09;2025-09-09;48;0,0;inadimplente;3651,4;2024-10-07;
ANON-B1A962C7E77F;129688,62;36;2,2635;30,8121;5305,84;2021-09-09;2024-09-09;36;0,0;liquidado;0,0;;
ANON-A7F4445B86E3;52485,01;84;2,3376;31,9541;1432,55;2021-09-11;2028-09-11;54;30643,36;ativo;0,0;;
