id_contrato;ano_mes;mes_vida;saldo_devedor;status_mes
CTR-001224;2025-02;19;28772,78;ativo
CTR-001224;2025-03;20;23189,4;ativo
CTR-001224;2025-04;21;17521,71;ativo
CTR-001224;2025-05;22;11768,45;ativo
CTR-001224;2025-06;23;5928,31;ativo
CTR-001224;2025-07;24;0,0;ativo
CTR-001225;2023-02;1;89289,99;ativo
CTR-001225;2023-03;2;87503,19;ativo
CTR-001225;2023-04;3;85680,7;ativo
CTR-001225;2023-05;4;83821,81;ativo
CTR-001225;2023-06;5;81925,78;ativo
CTR-001225;2023-07;6;79991,88;ativo
CTR-001225;2023-08;7;78019,34;ativo
CTR-001225;2023-09;8;76007,4;ativo
CTR-001225;2023-10;9;73955,28;ativo
CTR-001225;2023-11;10;71862,15;ativo
CTR-001225;2023-12;11;69727,22;ativo
CTR-001225;2024-01;12;67549,64;ativo
CTR-001225;2024-02;13;65328,56;ativo
CTR-001225;2024-03;14;63063,11;ativo
CTR-001225;2024-04;15;60752,4;ativo
CTR-001225;2024-05;16;58395,54;ativo
CTR-001225;2024-06;17;55991,6;ativo
CTR-001225;2024-07;18;53539,63;ativo
CTR-001225;2024-08;19;51038,69;ativo
CTR-001225;2024-09;20;48487,78;ativo
CTR-001225;2024-10;21;45885,92;ativo
CTR-001225;2024-11;22;43232,09;ativo
CTR-001225;2024-12;23;40525,24;ativo
CTR-001225;2025-01;24;37764,32;ativo
CTR-001225;2025-02;25;34948,25;ativo
CTR-001225;2025-03;26;32075,92;ativo
CTR-001225;2025-04;27;29146,22;ativo
CTR-001225;2025-05;28;26157,99;ativo
CTR-001225;2025-06;29;23110,07;ativo
CTR-001225;2025-07;30;20001,26;ativo
CTR-001225;2025-08;31;16830,36;ativo
CTR-001225;2025-09;32;13596,11;ativo
CTR-001225;2025-10;33;10297,25;ativo
CTR-001225;2025-11;34;6932,5;ativo
CTR-001225;2025-12;35;3500,53;ativo
CTR-001225;2026-01;36;0,0;ativo
CTR-001226;2019-10;1;125899,2;ativo
CTR-001226;2019-11;2;124593,78;ativo
CTR-001226;2019-12;3;123267,68;ativo
CTR-001226;2020-01;4;121920,56;ativo
CTR-001226;2020-02;5;120552,11;ativo
CTR-001226;2020-03;6;119161,97;ativo
CTR-001226;2020-04;7;117749,82;ativo
CTR-001226;2020-05;8;116315,29;ativo
CTR-001226;2020-06;9;114858,03;ativo
CTR-001226;2020-07;10;113377,68;ativo
CTR-001226;2020-08;11;111873,88;ativo
CTR-001226;2020-09;12;110346,26;ativo
CTR-001226;2020-10;13;108794,43;ativo
CTR-001226;2020-11;14;107218,02;ativo
CTR-001226;2020-12;15;105616,63;ativo
CTR-001226;2021-01;16;103989,88;ativo
CTR-001226;2021-02;17;102337,35;ativo
CTR-001226;2021-03;18;100658,64;ativo
CTR-001226;2021-04;19;98953,33;ativo
CTR-001226;2021-05;20;97221,0;ativo
CTR-001226;2021-06;21;95461,24;ativo
CTR-001226;2021-07;22;93673,59;ativo
CTR-001226;2021-08;23;91857,62;ativo
CTR-001226;2021-09;24;90012,87;ativo
CTR-001226;2021-10;25;88138,91;ativo
CTR-001226;2021-11;26;86235,25;ativo
CTR-001226;2021-12;27;84301,43;ativo
CTR-001226;2022-01;28;82336,98;ativo
CTR-001226;2022-02;29;80341,4;ativo
CTR-001226;2022-03;30;78314,21;ativo
CTR-001226;2022-04;31;76254,9;ativo
CTR-001226;2022-05;32;74162,96;ativo
CTR-001226;2022-06;33;72037,89;ativo
CTR-001226;2022-07;34;69879,14;ativo
CTR-001226;2022-08;35;67686,19;ativo
CTR-001226;2022-09;36;65458,5;ativo
CTR-001226;2022-10;37;63195,52;ativo
CTR-001226;2022-11;38;60896,69;ativo
CTR-001226;2022-12;39;58561,43;ativo
CTR-001226;2023-01;40;56189,18;ativo
CTR-001226;2023-02;41;53779,34;ativo
CTR-001226;2023-03;42;51331,33;ativo
CTR-001226;2023-04;43;48844,53;ativo
CTR-001226;2023-05;44;46318,33;ativo
CTR-001226;2023-06;45;43752,11;ativo
CTR-001226;2023-07;46;41145,23;ativo
CTR-001226;2023-08;47;38497,05;ativo
CTR-001226;2023-09;48;35806,92;ativo
CTR-001226;2023-10;49;33074,17;ativo
CTR-001226;2023-11;50;30298,12;ativo
CTR-001226;2023-12;51;27478,09;ativo
CTR-001226;2024-01;52;24613,39;ativo
CTR-001226;2024-02;53;21703,3;ativo
CTR-001226;2024-03;54;18747,1;ativo
CTR-001226;2024-04;55;15744,07;ativo
CTR-001226;2024-05;56;12693,46;ativo
CTR-001226;2024-06;57;9594,52;ativo
CTR-001226;2024-07;58;6446,48;ativo
CTR-001226;2024-08;59;3248,57;ativo
CTR-001226;2024-09;60;0,0;ativo
CTR-001227;2017-12;1;60842,72;ativo
CTR-001227;2018-01;2;60100,29;ativo
CTR-001227;2018-02;3;59341,19;ativo
CTR-001227;2018-03;4;58565,04;ativo
CTR-001227;2018-04;5;57771,44;ativo
CTR-001227;2018-05;6;56960,02;ativo
CTR-001227;2018-06;7;56130,37;ativo
CTR-001227;2018-07;8;55282,09;ativo
CTR-001227;2018-08;9;54414,74;ativo
CTR-001227;2018-09;10;53527,91;ativo
CTR-001227;2018-10;11;52621,16;ativo
CTR-001227;2018-11;12;51694,04;ativo
CTR-001227;2018-12;13;50746,09;ativo
CTR-001227;2019-01;14;49776,85;ativo
CTR-001227;2019-02;15;48785,83;ativo
CTR-001227;2019-03;16;47772,55;ativo
CTR-001227;2019-04;17;46736,5;ativo
CTR-001227;2019-05;18;45677,18;ativo
CTR-001227;2019-06;19;44594,06;ativo
CTR-001227;2019-07;20;43486,61;ativo
CTR-001227;2019-08;21;42354,28;ativo
CTR-001227;2019-09;22;41196,52;ativo
CTR-001227;2019-10;23;40012,74;ativo
CTR-001227;2019-11;24;38802,37;ativo
CTR-001227;2019-12;25;37564,81;ativo
CTR-001227;2020-01;26;36299,45;ativo
CTR-001227;2020-02;27;35005,66;ativo
CTR-001227;2020-03;28;33682,81;ativo
CTR-001227;2020-04;29;32330,24;ativo
CTR-001227;2020-05;30;30947,28;ativo
CTR-001227;2020-06;31;29533,25;ativo
CTR-001227;2020-07;32;28087,46;ativo
CTR-001227;2020-08;33;26609,19;ativo
CTR-001227;2020-09;34;25097,71;ativo
CTR-001227;2020-10;35;23552,28;ativo
CTR-001227;2020-11;36;21972,12;ativo
CTR-001227;2020-12;37;20356,47;ativo
CTR-001227;2021-01;38;18704,52;ativo
CTR-001227;2021-02;39;17015,46;ativo
CTR-001227;2021-03;40;15288,46;ativo
CTR-001227;2021-04;41;13522,66;ativo
CTR-001227;2021-05;42;11717,19;ativo
CTR-001227;2021-06;43;9871,16;ativo
CTR-001227;2021-07;44;7983,66;ativo
CTR-001227;2021-08;45;6053,76;ativo
CTR-001227;2021-09;46;4080,5;ativo
CTR-001227;2021-10;47;2062,91;ativo
CTR-001227;2021-11;48;0,0;ativo
CTR-001228;2017-09;1;127013,5;ativo
CTR-001228;2017-10;2;126550,98;ativo
CTR-001228;2017-11;3;126079,31;ativo
CTR-001228;2017-12;4;125598,3;ativo
CTR-001228;2018-01;5;125107,78;ativo
CTR-001228;2018-02;6;124607,55;ativo
CTR-001228;2018-03;7;124097,41;ativo
CTR-001228;2018-04;8;123577,19;ativo
CTR-001228;2018-05;9;123046,67;ativo
CTR-001228;2018-06;10;122505,64;ativo
CTR-001228;2018-07;11;121953,92;ativo
CTR-001228;2018-08;12;121391,27;ativo
CTR-001228;2018-09;13;120817,49;ativo
CTR-001228;2018-10;14;120232,35;ativo
CTR-001228;2018-11;15;119635,63;ativo
CTR-001228;2018-12;16;119027,11;ativo
CTR-001228;2019-01;17;118406,54;ativo
CTR-001228;2019-02;18;117773,69;ativo
CTR-001228;2019-03;19;117128,31;ativo
CTR-001228;2019-04;20;116470,17;ativo
CTR-001228;2019-05;21;115799,0;ativo
CTR-001228;2019-06;22;115114,55;ativo
CTR-001228;2019-07;23;114416,55;ativo
CTR-001228;2019-08;24;113704,74;ativo
CTR-001228;2019-09;25;112978,84;ativo
CTR-001228;2019-10;26;112238,57;ativo
CTR-001228;2019-11;27;111483,66;ativo
CTR-001228;2019-12;28;110713,81;ativo
CTR-001228;2020-01;29;109928,72;ativo
CTR-001228;2020-02;30;109128,09;ativo
CTR-001228;2020-03;31;108311,62;ativo
CTR-001228;2020-04;32;107478,99;ativo
CTR-001228;2020-05;33;106629,89;ativo
CTR-001228;2020-06;34;105763,98;ativo
CTR-001228;2020-07;35;104880,93;ativo
CTR-001228;2020-08;36;103980,41;ativo
CTR-001228;2020-09;37;103062,07;ativo
CTR-001228;2020-10;38;102125,55;ativo
CTR-001228;2020-11;39;101170,5;ativo
CTR-001228;2020-12;40;100196,55;ativo
CTR-001228;2021-01;41;99203,33;ativo
CTR-001228;2021-02;42;98190,44;ativo
CTR-001228;2021-03;43;97157,52;ativo
CTR-001228;2021-04;44;96104,15;ativo
CTR-001228;2021-05;45;95029,94;ativo
CTR-001228;2021-06;46;93934,46;ativo
CTR-001228;2021-07;47;92817,31;ativo
CTR-001228;2021-08;48;91678,05;ativo
CTR-001228;2021-09;49;90516,25;ativo
CTR-001228;2021-10;50;89331,45;ativo
CTR-001228;2021-11;51;88123,2;ativo
CTR-001228;2021-12;52;86891,04;ativo
CTR-001228;2022-01;53;85634,5;ativo
CTR-001228;2022-02;54;84353,09;ativo
CTR-001228;2022-03;55;83046,33;ativo
CTR-001228;2022-04;56;81713,7;ativo
CTR-001228;2022-05;57;80354,7;ativo
CTR-001228;2022-06;58;78968,8;ativo
CTR-001228;2022-07;59;77555,48;ativo
CTR-001228;2022-08;60;76114,19;ativo
CTR-001228;2022-09;61;74644,37;ativo
CTR-001228;2022-10;62;73145,47;ativo
CTR-001228;2022-11;63;71616,9;ativo
CTR-001228;2022-12;64;70058,09;ativo
CTR-001228;2023-01;65;68468,42;ativo
CTR-001228;2023-02;66;66847,3;ativo
CTR-001228;2023-03;67;65194,09;ativo
CTR-001228;2023-04;68;63508,17;ativo
CTR-001228;2023-05;69;61788,88;ativo
CTR-001228;2023-06;70;60035,56;ativo
CTR-001228;2023-07;71;58247,55;ativo
CTR-001228;2023-08;72;56424,16;ativo
CTR-001228;2023-09;73;54564,68;ativo
CTR-001228;2023-10;74;52668,4;ativo
CTR-001228;2023-11;75;50734,59;ativo
CTR-001228;2023-12;76;48762,51;ativo
CTR-001228;2024-01;77;46751,41;ativo
CTR-001228;2024-02;78;44700,5;ativo
CTR-001228;2024-03;79;42609,01;ativo
CTR-001228;2024-04;80;40476,13;ativo
CTR-001228;2024-05;81;38301,03;ativo
CTR-001228;2024-06;82;36082,9;ativo
CTR-001228;2024-07;83;33820,86;ativo
CTR-001228;2024-08;84;31514,06;ativo
CTR-001228;2024-09;85;29161,61;ativo
CTR-001228;2024-10;86;26762,6;ativo
CTR-001228;2024-11;87;24316,12;ativo
CTR-001228;2024-12;88;21821,22;ativo
CTR-001228;2025-01;89;19276,95;ativo
CTR-001228;2025-02;90;16682,32;ativo
CTR-001228;2025-03;91;14036,35;ativo
CTR-001228;2025-04;92;11338,02;ativo
CTR-001228;2025-05;93;8586,28;ativo
CTR-001228;2025-06;94;5780,09;ativo
CTR-001228;2025-07;95;2918,36;ativo
CTR-001228;2025-08;96;0,0;ativo
CTR-001229;2017-05;1;75449,16;ativo
CTR-001229;2017-06;2;74415,5;ativo
CTR-001229;2017-07;3;73363,2;ativo
CTR-001229;2017-08;4;72291,93;ativo
CTR-001229;2017-09;5;71201,34;ativo
CTR-001229;2017-10;6;70091,08;ativo
CTR-001229;2017-11;7;68960,81;ativo
CTR-001229;2017-12;8;67810,17;ativo
CTR-001229;2018-01;9;66638,77;ativo
CTR-001229;2018-02;10;65446,26;ativo
CTR-001229;2018-03;11;64232,24;ativo
CTR-001229;2018-04;12;62996,34;ativo
CTR-001229;2018-05;13;61738,15;ativo
CTR-001229;2018-06;14;60457,27;ativo
CTR-001229;2018-07;15;59153,31;ativo
CTR-001229;2018-08;16;57825,83;ativo
CTR-001229;2018-09;17;56474,42;ativo
CTR-001229;2018-10;18;55098,64;ativo
CTR-001229;2018-11;19;53698,05;ativo
CTR-001229;2018-12;20;52272,22;ativo
CTR-001229;2019-01;21;50820,67;ativo
CTR-001229;2019-02;22;49342,96;ativo
CTR-001229;2019-03;23;47838,6;ativo
CTR-001229;2019-04;24;46307,12;ativo
CTR-001229;2019-05;25;44748,02;ativo
CTR-001229;2019-06;26;43160,82;ativo
CTR-001229;2019-07;27;41545,0;ativo
CTR-001229;2019-08;28;39900,04;ativo
CTR-001229;2019-09;29;38225,43;ativo
CTR-001229;2019-10;30;36520,62;ativo
CTR-001229;2019-11;31;34785,07;ativo
CTR-001229;2019-12;32;33018,24;ativo
CTR-001229;2020-01;33;31219,54;ativo
CTR-001229;2020-02;34;29388,42;ativo
CTR-001229;2020-03;35;27524,28;ativo
CTR-001229;2020-04;36;25626,53;ativo
CTR-001229;2020-05;37;23694,56;ativo
CTR-001229;2020-06;38;21727,77;ativo
CTR-001229;2020-07;39;19725,5;ativo
CTR-001229;2020-08;40;17687,14;ativo
CTR-001229;2020-09;41;15612,03;ativo
CTR-001229;2020-10;42;13499,5;ativo
CTR-001229;2020-11;43;11348,89;ativo
CTR-001229;2020-12;44;9159,5;ativo
CTR-001229;2021-01;45;6930,63;ativo
CTR-001229;2021-02;46;4661,58;ativo
CTR-001229;2021-03;47;2351,61;ativo
CTR-001229;2021-04;48;0,0;ativo
CTR-001230;2018-02;1;33894,05;ativo
CTR-001230;2018-03;2;33550,13;ativo
CTR-001230;2018-04;3;33200,55;ativo
CTR-001230;2018-05;4;32845,19;ativo
CTR-001230;2018-06;5;32483,97;ativo
CTR-001230;2018-07;6;32116,8;ativo
CTR-001230;2018-08;7;31743,56;ativo
CTR-001230;2018-09;8;31364,17;ativo
CTR-001230;2018-10;9;30978,52;ativo
CTR-001230;2018-11;10;30586,5;ativo
CTR-001230;2018-12;11;30188,02;ativo
CTR-001230;2019-01;12;29782,97;ativo
CTR-001230;2019-02;13;29371,23;ativo
CTR-001230;2019-03;14;28952,7;ativo
CTR-001230;2019-04;15;28527,26;ativo
CTR-001230;2019-05;16;28094,8;ativo
CTR-001230;2019-06;17;27655,21;ativo
CTR-001230;2019-07;18;27208,37;ativo
CTR-001230;2019-08;19;26754,16;ativo
CTR-001230;2019-09;20;26292,45;ativo
CTR-001230;2019-10;21;25823,13;ativo
CTR-001230;2019-11;22;25346,06;ativo
CTR-001230;2019-12;23;24861,12;ativo
CTR-001230;2020-01;24;24368,18;ativo
CTR-001230;2020-02;25;23867,11;ativo
CTR-001230;2020-03;26;23357,77;ativo
CTR-001230;2020-04;27;22840,03;ativo
CTR-001230;2020-05;28;22313,75;ativo
CTR-001230;2020-06;29;21778,78;ativo
CTR-001230;2020-07;30;21234,99;ativo
CTR-001230;2020-08;31;20682,23;ativo
CTR-001230;2020-09;32;20120,34;ativo
CTR-001230;2020-10;33;19549,19;ativo
CTR-001230;2020-11;34;18968,62;ativo
CTR-001230;2020-12;35;18378,46;ativo
CTR-001230;2021-01;36;17778,57;ativo
CTR-001230;2021-02;37;17168,79;ativo
CTR-001230;2021-03;38;16548,94;ativo
CTR-001230;2021-04;39;15918,86;ativo
CTR-001230;2021-05;40;15278,4;ativo
CTR-001230;2021-06;41;14627,36;ativo
CTR-001230;2021-07;42;13965,59;ativo
CTR-001230;2021-08;43;13292,89;ativo
CTR-001230;2021-09;44;12609,1;ativo
CTR-001230;2021-10;45;11914,03;ativo
CTR-001230;2021-11;46;11207,49;ativo
CTR-001230;2021-12;47;10489,29;ativo
CTR-001230;2022-01;48;9759,25;ativo
CTR-001230;2022-02;49;9017,16;ativo
CTR-001230;2022-03;50;8262,82;ativo
CTR-001230;2022-04;51;7496,05;ativo
CTR-001230;2022-05;52;6716,62;ativo
CTR-001230;2022-06;53;5924,33;ativo
CTR-001230;2022-07;54;5118,97;ativo
CTR-001230;2022-08;55;4300,33;ativo
CTR-001230;2022-09;56;3468,18;ativo
CTR-001230;2022-10;57;2622,3;ativo
CTR-001230;2022-11;58;1762,46;ativo
CTR-001230;2022-12;59;888,44;ativo
CTR-001230;2023-01;60;0,0;ativo
CTR-001231;2023-06;1;131016,96;ativo
CTR-001231;2023-07;2;120160,41;ativo
CTR-001231;2023-08;3;109104,44;ativo
CTR-001231;2023-09;4;97845,4;ativo
CTR-001231;2023-10;5;86379,55;ativo
CTR-001231;2023-11;6;74703,1;ativo
CTR-001231;2023-12;7;62812,17;ativo
CTR-001231;2024-01;8;50702,83;ativo
CTR-001231;2024-02;9;38371,07;ativo
CTR-001231;2024-03;10;25812,79;ativo
CTR-001231;2024-04;11;13023,85;ativo
CTR-001231;2024-05;12;0,0;ativo
CTR-001232;2015-08;1;40650,22;ativo
CTR-001232;2015-09;2;39298,65;ativo
CTR-001232;2015-10;3;37915,22;ativo
CTR-001232;2015-11;4;36499,17;ativo
CTR-001232;2015-12;5;35049,73;ativo
CTR-001232;2016-01;6;33566,13;ativo
CTR-001232;2016-02;7;32047,54;ativo
CTR-001232;2016-03;8;30493,16;ativo
CTR-001232;2016-04;9;28902,12;ativo
CTR-001232;2016-05;10;27273,58;ativo
CTR-001232;2016-06;11;25606,65;ativo
CTR-001232;2016-07;12;23900,41;ativo
CTR-001232;2016-08;13;22153,95;ativo
CTR-001232;2016-09;14;20366,31;ativo
CTR-001232;2016-10;15;18536,53;ativo
CTR-001232;2016-11;16;16663,6;ativo
CTR-001232;2016-12;17;14746,53;ativo
CTR-001232;2017-01;18;12784,25;ativo
CTR-001232;2017-02;19;10775,71;ativo
CTR-001232;2017-03;20;8719,82;ativo
CTR-001232;2017-04;21;6615,46;ativo
CTR-001232;2017-05;22;4461,49;ativo
CTR-001232;2017-06;23;2256,73;ativo
CTR-001232;2017-07;24;0,0;ativo
CTR-001233;2015-05;1;4879,99;ativo
CTR-001233;2015-06;2;4855,51;ativo
CTR-001233;2015-07;3;4830,56;ativo
CTR-001233;2015-08;4;4805,13;ativo
CTR-001233;2015-09;5;4779,22;ativo
CTR-001233;2015-10;6;4752,81;ativo
CTR-001233;2015-11;7;4725,89;ativo
CTR-001233;2015-12;8;4698,47;ativo
CTR-001233;2016-01;9;4670,52;ativo
CTR-001233;2016-02;10;4642,03;ativo
CTR-001233;2016-03;11;4613,0;ativo
CTR-001233;2016-04;12;4583,42;ativo
CTR-001233;2016-05;13;4553,28;ativo
CTR-001233;2016-06;14;4522,55;ativo
CTR-001233;2016-07;15;4491,24;ativo
CTR-001233;2016-08;16;4459,34;ativo
CTR-001233;2016-09;17;4426,82;ativo
CTR-001233;2016-10;18;4393,69;ativo
CTR-001233;2016-11;19;4359,92;ativo
CTR-001233;2016-12;20;4325,5;ativo
CTR-001233;2017-01;21;4290,43;ativo
CTR-001233;2017-02;22;4254,69;ativo
CTR-001233;2017-03;23;4218,27;ativo
CTR-001233;2017-04;24;4181,15;ativo
CTR-001233;2017-05;25;4143,32;ativo
CTR-001233;2017-06;26;4104,77;ativo
CTR-001233;2017-07;27;4065,49;ativo
CTR-001233;2017-08;28;4025,45;ativo
CTR-001233;2017-09;29;3984,65;ativo
CTR-001233;2017-10;30;3943,08;ativo
CTR-001233;2017-11;31;3900,7;ativo
CTR-001233;2017-12;32;3857,52;ativo
CTR-001233;2018-01;33;3813,52;ativo
CTR-001233;2018-02;34;3768,67;ativo
CTR-001233;2018-03;35;3722,97;ativo
CTR-001233;2018-04;36;3676,39;ativo
CTR-001233;2018-05;37;3628,93;ativo
CTR-001233;2018-06;38;3580,56;ativo
CTR-001233;2018-07;39;3531,27;ativo
CTR-001233;2018-08;40;3481,03;ativo
CTR-001233;2018-09;41;3429,84;ativo
CTR-001233;2018-10;42;3377,67;ativo
CTR-001233;2018-11;43;3324,5;ativo
CTR-001233;2018-12;44;3270,32;ativo
CTR-001233;2019-01;45;3215,1;ativo
CTR-001233;2019-02;46;3158,83;ativo
CTR-001233;2019-03;47;3101,49;ativo
CTR-001233;2019-04;48;3043,05;ativo
CTR-001233;2019-05;49;2983,49;ativo
CTR-001233;2019-06;50;2922,8;ativo
CTR-001233;2019-07;51;2860,95;ativo
CTR-001233;2019-08;52;2797,92;ativo
CTR-001233;2019-09;53;2733,68;ativo
CTR-001233;2019-10;54;2668,22;ativo
CTR-001233;2019-11;55;2601,51;ativo
CTR-001233;2019-12;56;2533,52;ativo
CTR-001233;2020-01;57;2464,24;ativo
CTR-001233;2020-02;58;2393,63;ativo
CTR-001233;2020-03;59;2321,68;ativo
CTR-001233;2020-04;60;2248,35;ativo
CTR-001233;2020-05;61;2173,62;ativo
CTR-001233;2020-06;62;2097,47;ativo
CTR-001233;2020-07;63;2019,86;ativo
CTR-001233;2020-08;64;1940,77;ativo
CTR-001233;2020-09;65;1860,17;ativo
CTR-001233;2020-10;66;1778,03;ativo
CTR-001233;2020-11;67;1694,32;ativo
CTR-001233;2020-12;68;1609,01;ativo
CTR-001233;2021-01;69;1522,08;ativo
CTR-001233;2021-02;70;1433,49;ativo
CTR-001233;2021-03;71;1343,2;ativo
CTR-001233;2021-04;72;1251,19;ativo
CTR-001233;2021-05;73;1157,43;ativo
CTR-001233;2021-06;74;1061,87;ativo
CTR-001233;2021-07;75;964,49;ativo
CTR-001233;2021-08;76;865,25;ativo
CTR-001233;2021-09;77;764,12;ativo
CTR-001233;2021-10;78;661,05;ativo
CTR-001233;2021-11;79;556,02;ativo
CTR-001233;2021-12;80;448,98;ativo
CTR-001233;2022-01;81;339,9;ativo
CTR-001233;2022-02;82;228,74;ativo
CTR-001233;2022-03;83;115,45;ativo
CTR-001233;2022-04;84;0,0;ativo
CTR-001234;2021-01;1;36425,65;ativo
CTR-001234;2021-02;2;35679,18;ativo
CTR-001234;2021-03;3;34918,75;ativo
CTR-001234;2021-04;4;34144,1;ativo
CTR-001234;2021-05;5;33354,97;ativo
CTR-001234;2021-06;6;32551,09;ativo
CTR-001234;2021-07;7;31732,17;ativo
CTR-001234;2021-08;8;30897,95;ativo
CTR-001234;2021-09;9;30048,14;ativo
CTR-001234;2021-10;10;29182,43;ativo
CTR-001234;2021-11;11;28300,54;ativo
CTR-001234;2021-12;12;27402,17;ativo
CTR-001234;2022-01;13;26487,0;ativo
CTR-001234;2022-02;14;25554,72;ativo
CTR-001234;2022-03;15;24605,01;ativo
CTR-001234;2022-04;16;23637,55;ativo
CTR-001234;2022-05;17;22652,0;ativo
CTR-001234;2022-06;18;21648,02;ativo
CTR-001234;2022-07;19;20625,28;ativo
CTR-001234;2022-08;20;19583,42;ativo
CTR-001234;2022-09;21;18522,08;ativo
CTR-001234;2022-10;22;17440,89;ativo
CTR-001234;2022-11;23;16339,5;ativo
CTR-001234;2022-12;24;15217,51;ativo
CTR-001234;2023-01;25;14074,55;ativo
CTR-001234;2023-02;26;12910,22;ativo
CTR-001234;2023-03;27;11724,12;ativo
CTR-001234;2023-04;28;10515,85;ativo
CTR-001234;2023-05;29;9284,99;ativo
CTR-001234;2023-06;30;8031,12;ativo
CTR-001234;2023-07;31;6753,8;ativo
CTR-001234;2023-08;32;5452,61;ativo
CTR-001234;2023-09;33;4127,1;ativo
CTR-001234;2023-10;34;2776,8;ativo
CTR-001234;2023-11;35;1401,26;ativo
CTR-001234;2023-12;36;0,0;ativo
CTR-001235;2017-07;1;54962,31;ativo
CTR-001235;2017-08;2;54273,69;ativo
CTR-001235;2017-09;3;53570,3;ativo
CTR-001235;2017-10;4;52851,81;ativo
CTR-001235;2017-11;5;52117,9;ativo
CTR-001235;2017-12;6;51368,24;ativo
CTR-001235;2018-01;7;50602,48;ativo
CTR-001235;2018-02;8;49820,3;ativo
CTR-001235;2018-03;9;49021,32;ativo
CTR-001235;2018-04;10;48205,19;ativo
CTR-001235;2018-05;11;47371,55;ativo
CTR-001235;2018-06;12;46520,02;ativo
CTR-001235;2018-07;13;45650,21;ativo
CTR-001235;2018-08;14;44761,73;ativo
CTR-001235;2018-09;15;43854,18;ativo
CTR-001235;2018-10;16;42927,16;ativo
CTR-001235;2018-11;17;41980,23;ativo
CTR-001235;2018-12;18;41012,98;ativo
CTR-001235;2019-01;19;40024,98;ativo
CTR-001235;2019-02;20;39015,76;ativo
CTR-001235;2019-03;21;37984,89;ativo
CTR-001235;2019-04;22;36931,89;ativo
CTR-001235;2019-05;23;35856,29;ativo
CTR-001235;2019-06;24;34757,6;ativo
CTR-001235;2019-07;25;33635,34;ativo
CTR-001235;2019-08;26;32488,98;ativo
CTR-001235;2019-09;27;31318,03;ativo
CTR-001235;2019-10;28;30121,94;ativo
CTR-001235;2019-11;29;28900,17;ativo
CTR-001235;2019-12;30;27652,19;ativo
CTR-001235;2020-01;31;26377,42;ativo
CTR-001235;2020-02;32;25075,29;ativo
CTR-001235;2020-03;33;23745,21;ativo
CTR-001235;2020-04;34;22386,58;ativo
CTR-001235;2020-05;35;20998,8;ativo
CTR-001235;2020-06;36;19581,23;ativo
CTR-001235;2020-07;37;18133,23;ativo
CTR-001235;2020-08;38;16654,15;ativo
CTR-001235;2020-09;39;15143,33;ativo
CTR-001235;2020-10;40;13600,08;ativo
CTR-001235;2020-11;41;12023,71;ativo
CTR-001235;2020-12;42;10413,51;ativo
CTR-001235;2021-01;43;8768,74;ativo
CTR-001235;2021-02;44;7088,68;ativo
CTR-001235;2021-03;45;5372,55;ativo
CTR-001235;2021-04;46;3619,59;ativo
CTR-001235;2021-05;47;1829,01;ativo
CTR-001235;2021-06;48;0,0;ativo
CTR-001236;2024-03;1;52846,43;ativo
CTR-001236;2024-04;2;52332,77;ativo
CTR-001236;2024-05;3;51809,98;ativo
CTR-001236;2024-06;4;51277,89;ativo
CTR-001236;2024-07;5;50736,34;ativo
CTR-001236;2024-08;6;50185,15;ativo
CTR-001236;2024-09;7;49624,15;ativo
CTR-001236;2024-10;8;49053,17;ativo
CTR-001236;2024-11;9;48472,04;ativo
CTR-001236;2024-12;10;47880,57;ativo
CTR-001236;2025-01;11;47278,57;ativo
CTR-001236;2025-02;12;46665,87;ativo
CTR-001236;2025-03;13;46042,26;ativo
CTR-001236;2025-04;14;45407,57;ativo
CTR-001236;2025-05;15;44761,58;ativo
CTR-001236;2025-06;16;44104,09;ativo
CTR-001236;2025-07;17;43434,92;ativo
CTR-001236;2025-08;18;42753,83;ativo
CTR-001236;2025-09;19;42060,63;ativo
CTR-001236;2025-10;20;41355,1;ativo
CTR-001236;2025-11;21;40637,02;ativo
CTR-001236;2025-12;22;39906,16;ativo
CTR-001236;2026-01;23;39162,3;ativo
CTR-001236;2026-02;24;38405,21;ativo
CTR-001236;2026-03;25;37634,65;ativo
CTR-001237;2023-05;1;73214,65;ativo
CTR-001237;2023-06;2;67144,91;ativo
CTR-001237;2023-07;3;60964,25;ativo
CTR-001237;2023-08;4;54670,64;ativo
CTR-001237;2023-09;5;48262,03;ativo
CTR-001237;2023-10;6;41736,3;ativo
CTR-001237;2023-11;7;35091,33;ativo
CTR-001237;2023-12;8;28324,92;ativo
CTR-001237;2024-01;9;21434,87;ativo
CTR-001237;2024-02;10;14418,9;ativo
CTR-001237;2024-03;11;7274,73;ativo
CTR-001237;2024-04;12;0,0;ativo
CTR-001238;2023-07;1;131313,61;ativo
CTR-001238;2023-08;2;130019,22;ativo
CTR-001238;2023-09;3;128702,35;ativo
CTR-001238;2023-10;4;127362,6;ativo
CTR-001238;2023-11;5;125999,58;ativo
CTR-001238;2023-12;6;124612,88;ativo
CTR-001238;2024-01;7;123202,11;ativo
CTR-001238;2024-02;8;121766,82;ativo
CTR-001238;2024-03;9;120306,61;ativo
CTR-001238;2024-04;10;118821,04;ativo
CTR-001238;2024-05;11;117309,66;ativo
CTR-001238;2024-06;12;115772,03;ativo
CTR-001238;2024-07;13;114207,7;ativo
